seed_url,source_page_url,discovered_url,normalized_url,link_text,decision,score,reason
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://seeclickfix.com/web_portal/RRXmu1L6KtwnFmuckrjzknt7/report/category,https://seeclickfix.com/web_portal/RRXmu1L6KtwnFmuckrjzknt7/report/category,Email the City,skip,-25,external host not allowed by default: seeclickfix.com
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments#tab55f78bc7-d81a-41cd-8bcb-7117d4ea4b40_0,https://www.cityofgilroy.org/797/Affordable-Apartments#tab55f78bc7-d81a-41cd-8bcb-7117d4ea4b40_0,Staff Directory,maybe_skip,35,housing keyword; fragment
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments#tab55f78bc7-d81a-41cd-8bcb-7117d4ea4b40_1,https://www.cityofgilroy.org/797/Affordable-Apartments#tab55f78bc7-d81a-41cd-8bcb-7117d4ea4b40_1,Public Records,maybe_skip,35,housing keyword; fragment
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments#tab55f78bc7-d81a-41cd-8bcb-7117d4ea4b40_2,https://www.cityofgilroy.org/797/Affordable-Apartments#tab55f78bc7-d81a-41cd-8bcb-7117d4ea4b40_2,Permits,skip,-25,housing keyword; navigation/junk keyword; fragment
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments#tab55f78bc7-d81a-41cd-8bcb-7117d4ea4b40_3,https://www.cityofgilroy.org/797/Affordable-Apartments#tab55f78bc7-d81a-41cd-8bcb-7117d4ea4b40_3,Construction & Development,maybe_skip,35,housing keyword; fragment
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments#tab55f78bc7-d81a-41cd-8bcb-7117d4ea4b40_0,https://www.cityofgilroy.org/797/Affordable-Apartments#tab55f78bc7-d81a-41cd-8bcb-7117d4ea4b40_0,Staff Directory,maybe_skip,35,housing keyword; fragment
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,http://www.cityofgilroy.org/Directory.aspx,http://www.cityofgilroy.org/Directory.aspx,City of Gilroy Staff Directory,skip,0,no useful signal
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/Directory.aspx?did=40,https://www.cityofgilroy.org/Directory.aspx?did=40,Administration,skip,0,no useful signal
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/Directory.aspx?did=21,https://www.cityofgilroy.org/Directory.aspx?did=21,Community Development,skip,0,no useful signal
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/Directory.aspx?did=13,https://www.cityofgilroy.org/Directory.aspx?did=13,Finance,skip,0,no useful signal
